Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,1.4916211215173285,,0.0
0.009370816599732263,1.4819466571931843,2.2947958135158886,-0.6485872440786442
0.018741633199464525,1.4711995903439754,2.322244618043682,-1.3690829982736914
0.029451137884872823,1.4596209521493497,2.310231364257634,-2.145328254364426
0.038821954484605084,1.4472224518812995,2.33569194054248,-2.9765380092543308
0.049531459170013385,1.4332790282025636,2.3450946405176922,-3.9113212110738504
0.058902275769745646,1.412553754362019,2.427698949372629,-5.300767468006851
0.06961178045515395,1.3898735171989556,2.4786016653639926,-6.821276720382703
0.07898259705488621,1.3753543552288803,2.4722351460462053,-7.794658081147151
0.08969210174029452,1.3717868942309395,2.3890354774610585,-8.033824780148564
0.09906291834002677,1.3776575431393252,2.280088757327244,-7.640249707786091
0.10977242302543508,1.3842447285576578,2.1746786146858836,-7.198637201546446
0.11914323962516733,1.3901129049409333,2.0946615888350992,-6.8052278901184735
0.12985274431057564,1.3970086882917034,2.0140325964339723,-6.342926622638732
0.1392235609103079,1.403387514437673,1.9504415607681076,-5.915282762280891
